majorSeq,major_name,공통과목,일반선택과목,진로선택과목,전문교과Ⅰ,전문교과Ⅱ,,,,,,,,,,,,,,,,,,,
499,제철금속과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제도, 기계 일반, 기계 제어 설계",,,,,,,,,,,,,,,,,,,
500,제품디자인과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
502,조경과,"과학, 사회, 교양, 수학, 미술","과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ<br>사회교과 : 사회문화, 한국지리, 생활과 윤리<br>교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해","생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학","인간과 환경, 조경, 조경식물 관리",,,,,,,,,,,,,,,,,,,
503,조경학과,"과학, 사회, 교양, 수학, 미술","과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ<br>사회교과 : 사회문화, 한국지리, 생활과 윤리<br>교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해","생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행 지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학","조경, 조경식물 관리, 인간과 환경,",,,,,,,,,,,,,,,,,,,
504,조리과학과,"과학, 생활ㆍ교양, 사회","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ<br>생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용 경제<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법","생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학 과제 연구","식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",,,,,,,,,,,,,,,,,,,
505,조선공학과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구,","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구","기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",,,,,,,,,,,,,,,,,,,
507,조소학과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
508,조형디자인학과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
509,실용미술과,"미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평","미술 이론, 미술사, 드로잉 미술 전공 실기","디자인 일반, 시각디자인, 색체 관리",,,,,,,,,,,,,,,,,,,
510,종교교육과,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 교육학, 심리학, 철학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구","지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구",빅데이터 분석,,,,,,,,,,,,,,,,,,,
511,종교학과,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구","지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구",빅데이터 분석,,,,,,,,,,,,,,,,,,,
514,중국어과,"제2외국어, 사회, 예술, 국어, 한문","외국어교과 : 중국어, 일본어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 한문, 문학, 독서","중국어Ⅱ, 한문Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 미술감상 비평","전공기초 중국어, 중국어 회화, 중국어 독해와 작문, 중국 문화, 사회과제 연구","관광 중국어, 중국 조리",,,,,,,,,,,,,,,,,,,
516,중국학과,"영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","커뮤니케이션, 비즈니스 영어",,,,,,,,,,,,,,,,,,,
520,중어중문학과,"제2외국어, 사회, 예술, 국어, 한문","외국어교과 : 중국어, 일본어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 한문, 문학, 독서","중국어Ⅱ, 한문Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 미술감상 비평","전공기초 중국어, 중국어 회화, 중국어 독해와 작문, 중국 문화, 사회과제 연구","관광 중국어, 중국 조리",,,,,,,,,,,,,,,,,,,
522,지구과학교육과,"영어, 과학, 윤리","과학교과 : 지구과학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","지구과학Ⅱ, 융합과학, 생활과 과학","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구",대기 관리,,,,,,,,,,,,,,,,,,,
523,지구환경과학과,"과학, 수학, 교양, 영어","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>교양교과 : 환경, 보건학, 논술","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제 탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경","인간과 환경, 환경측정 관리",,,,,,,,,,,,,,,,,,,
524,지구정보공학과,"과학, 교양, 사회, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 생활과 윤리<br>교양교과 : 환경, 보건학, 논술","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제 탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경",인간과 환경,,,,,,,,,,,,,,,,,,,
525,지구해양과학과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구,","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구","기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리",,,,,,,,,,,,,,,,,,,
526,지리교육과,"영어, 사회, 윤리","사회교과 : 한국지리, 세계지리, 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","여행지리, 사회문제 탐구","지역이해, 비교 문화, 사회 탐구 방법 또는 사회과제 연구","인간과 환경, 환경생태 관리",,,,,,,,,,,,,,,,,,,
529,지리학과,"사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","여행지리, 사회문제 탐구","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원",,,,,,,,,,,,,,,,,,,
531,지방행정과,"사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학",사회문제 탐구,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회 과제 연구","커뮤니케이션, 정보 처리와 관리 정보 보호 관리, 빅데이터 분석",,,,,,,,,,,,,,,,,,,
532,디지털콘텐츠학과,"수학, 과학, 예술, 생활ㆍ교양, 사회, 국어","수학ㆍ과학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ<br>예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제<br>생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력","미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제","매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화","미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털 논리 회로, 디지털 이미지 재현",,,,,,,,,,,,,,,,,,,
533,지역개발학과,"사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","실용 수학, 경제 수학, 여행지리, 사회문제 탐구","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구","공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전",,,,,,,,,,,,,,,,,,,
535,지적과,"과학, 사회, 교양, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리<br>교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제 탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경","인간과 환경, 환경 측정 관리",,,,,,,,,,,,,,,,,,,
536,지적학과,"과학, 사회, 교양, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리<br>교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경","인간과 환경, 환경 측정 관리",,,,,,,,,,,,,,,,,,,
537,지질학과,"과학, 사회, 교양, 수학","과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리<br>교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계","지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구","고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경","인간과 환경, 환경 측정 관리",,,,,,,,,,,,,,,,,,,
540,창업경영과,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구","기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",,,,,,,,,,,,,,,,,,,
541,천문학과,"과학, 수학, 교양, 기술가정","과학교과 : 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>생활ㆍ교양교과 : 정보, 논술, 철학, 논리학, 교육학","지구과학Ⅱ, 물리학Ⅱ, 융합과학, 과학사, 수학 과제 탐구, 기하","고급지구과학, 지구과학실험, 고급물리학, 물리학 실험, 과학과제 연구, 융합 과학 탐구, 심화수학Ⅰ, 심화수학Ⅱ, 고급수학Ⅰ, 고급수학Ⅱ, 정보과학","전기ㆍ전자 기초, 전기ㆍ전자 측정, 환경 측정 관리",,,,,,,,,,,,,,,,,,,
542,철도경영과,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구","기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",,,,,,,,,,,,,,,,,,,
543,철도토목과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",,,,,,,,,,,,,,,,,,,
545,철도운전과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",,,,,,,,,,,,,,,,,,,
546,철도전기제어과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획",,,,,,,,,,,,,,,,,,,
547,철도교통과,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반","심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구","전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍",,,,,,,,,,,,,,,,,,,
548,철학과,"사회, 교양, 과학, 한문, 제2외국어","사회교과 : 윤리와 사상, 생활과 윤리, 사회문화, 세계사<br>교양교과 : 철학, 논리학, 심리학, 종교학, 환경, 교육학, 논술<br>과학교과 : 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ","사회문제 탐구, 과전과 윤리, 생활과 과학, 융합 과학, 고전읽기","사회과제 연구, 사회탐구 방법, 현대세계의 변화, 비교 문화, 세계 문제와 미래 사회",,,,,,,,,,,,,,,,,,,,
